"","Date","Ring","Species","Age","Sex","Pit","Num.caught","PIT.year","hatch.year","Age.in.2021"
"2284",2020-11-17,"B5H0111","BLUTI",4,"M","011017A48E",1,2020,2019,"adult"
"2286",2020-11-18,"B4H0082","BLUTI",3,"F","011017A492",1,2020,2020,"first.year"
"2287",2018-01-21,"B4R7283","BLUTI",5,"F","011017A495",1,2018,2017,"adult"
"2288",2017-01-13,"B4R7081","BLUTI",5,"F","011017A498",1,2017,2016,"adult"
"2290",2019-12-03,"B4R7671","BLUTI",6,"","011017A49B",1,2019,2017,"adult"
"2294",2020-11-05,"B5H0016","BLUTI",4,"M","011017A4A2",1,2020,2019,"adult"
"2297",2018-01-25,"B4R7289","BLUTI",5,"M","011017A4A6",1,2018,2017,"adult"
"2299",2019-09-12,"B4R7577","BLUTI",3,"F","011017A4A9",2,2019,2019,"adult"
"2300",2019-12-31,"B4R7577","BLUTI",5,"","011017A4A9",2,2019,2018,"adult"
"2301",2020-05-07,"B4R7905","BLUTI",6,"F","011017A4F5",1,2020,2018,"adult"
"2305",2018-01-09,"B4R7263","BLUTI",5,"M","011017A559",1,2018,2017,"adult"
"2306",2018-01-25,"B1V6964","BLUTI",5,"U","011017A55B",1,2018,2017,"adult"
"2307",2019-02-26,"C3T0788","GRETI",6,"M","011017A55C",1,2019,2017,"adult"
"2308",2020-02-12,"B4R7710","BLUTI",5,"F","011017A55E",1,2020,2019,"adult"
"2309",2020-09-02,"B4R7897","BLUTI",3,"M","011017A564",1,2020,2020,"first.year"
"2310",2019-12-03,"B4R7673","BLUTI",6,"M","011017A571",1,2019,2017,"adult"
"2312",2018-10-31,"B4R7427","BLUTI",5,"F","011017A5BE",1,2018,2017,"adult"
"2313",2020-11-17,"B4A1603","BLUTI",3,"M","011017A5C4",1,2020,2020,"first.year"
"2314",2020-11-13,"B4A1730","BLUTI",4,"M","011017A5C7",1,2020,2019,"adult"
"2315",2020-11-06,"B5H0020","MARTI",2,"","011017A5CB",1,2020,2020,"first.year"
"2317",2020-11-18,"B5H0084","BLUTI",3,"F","011017A5D3",1,2020,2020,"first.year"
"2319",2020-11-17,"B4A1879","BLUTI",3,"M","011017A61E",2,2020,2020,"first.year"
"2320",2020-11-18,"B4A1879","BLUTI",3,"M","011017A61E",2,2020,2020,"first.year"
"2321",2019-11-27,"B4R7636","BLUTI",6,"F","011017A621",1,2019,2017,"adult"
"2322",2016-11-24,"B1V6955","BLUTI",4,"M","011017A622",2,2016,2015,"adult"
"2323",2018-01-09,"B1V6955","BLUTI",6,"U","011017A622",2,2018,2016,"adult"
"2324",2019-12-29,"B4R7693","BLUTI",5,"F","011017A624",1,2019,2018,"adult"
"2325",2020-11-16,"B5H0075","BLUTI",3,"F","011017A626",1,2020,2020,"first.year"
"2328",2019-10-30,"B4R7599","BLUTI",5,"F","011017A629",1,2019,2018,"adult"
"2330",2018-01-10,"B4R7273","MARTI",6,"U","011017A635",1,2018,2016,"adult"
"2332",2019-10-30,"B4R7597","BLUTI",6,"M","011017A679",2,2019,2017,"adult"
"2333",2019-12-03,"B4R7597","BLUTI",5,"","011017A679",2,2019,2018,"adult"
"2336",2020-02-10,"B4R7703","BLUTI",5,"F","011017A687",1,2020,2019,"adult"
"2339",2019-01-18,"C3T0734","GRETI",6,"M","011017A6DF",1,2019,2017,"adult"
"2342",2020-05-12,"B4R7912","BLUTI",6,"N","011017A72A",2,2020,2018,"adult"
"2345",2019-10-28,"B4R7590","BLUTI",6,"F","011017A767",4,2019,2017,"adult"
"2346",2019-11-11,"B4R7590","BLUTI",5,"F","011017A767",4,2019,2018,"adult"
"2347",2020-11-05,"B4R7590","BLUTI",4,"M","011017A767",4,2020,2019,"adult"
"2348",2020-11-13,"B4R7590","BLUTI",4,"F","011017A767",4,2020,2019,"adult"
"2350",2020-11-11,"B4A1782","BLUTI",3,"M","011017A769",1,2020,2020,"first.year"
"2351",2020-02-12,"B4R7711","BLUTI",6,"F","011017A76C",1,2020,2018,"adult"
"2352",2016-11-22,"B4R7057","BLUTI",4,"F","011017A76E",1,2016,2015,"adult"
"2353",2020-11-05,"B4A1681","BLUTI",4,"M","011017A770",1,2020,2019,"adult"
"2355",2020-05-08,"B4R7727","BLUTI",6,"F","011017A775",1,2020,2018,"adult"
"2356",2017-12-01,"B4R7246","BLUTI",3,"F","011017A778",1,2017,2017,"adult"
"2357",2016-11-23,"B4R7062","MARTI",4,"","011017A77B",2,2016,2015,"adult"
"2358",2017-02-11,"B4R7062","MARTI",5,"","011017A77B",2,2017,2016,"adult"
"2359",2019-11-06,"B4R7602","MARTI",2,"","011017A77C",1,2019,2019,"adult"
"2361",2020-05-10,"B4R7731","BLUTI",6,"F","011017A7AE",1,2020,2018,"adult"
"2365",2019-01-15,"C3T0714","GRETI",5,"F","011017A7B8",1,2019,2018,"adult"
"2369",2018-08-23,"B4R7369","BLUTI",3,"","011017A7F5",2,2018,2018,"adult"
"2370",2018-10-18,"B4R7369","BLUTI",5,"M","011017A7F5",2,2018,2017,"adult"
"2371",2018-01-25,"B4R7287","BLUTI",5,"F","011017A7FB",1,2018,2017,"adult"
"2372",2017-05-12,"B4R7132","BLUTI",5,"F","011017A825",1,2017,2016,"adult"
"2374",2020-11-06,"B5H0030","BLUTI",4,"F","011017A830",1,2020,2019,"adult"
"2375",2018-10-05,"C3T0124","NUTHA",6,"M","011017F978",1,2018,2016,"adult"
"2376",2020-12-04,"B4R7937","BLUTI",3,"F","0300019CF2",1,2020,2020,"first.year"
"2378",2020-11-18,"B5H0086","BLUTI",3,"M","030002783C",1,2020,2020,"first.year"
"2383",2020-11-05,"C3T2689","GRETI",3,"M","0700ED859F",1,2020,2020,"first.year"
"2384",2019-12-04,"C5A1227","GRETI",6,"F","0700ED85AA",1,2019,2017,"adult"
"2385",2019-12-09,"C5A1502","GRETI",5,"M","0700ED85D4",1,2019,2018,"adult"
"2388",2019-10-16,"C5A1086","GRETI",6,"M","0700ED8604",1,2019,2017,"adult"
"2390",2019-12-29,"C5A1525","GRETI",5,"M","0700ED8654",1,2019,2018,"adult"
"2393",2019-10-18,"C5A1108","GRETI",6,"M","0700ED86AA",1,2019,2017,"adult"
"2395",2019-11-13,"C5A1291","GRETI",5,"F","0700ED86AF",1,2019,2018,"adult"
"2397",2020-02-25,"C5A1719","GRETI",6,"M","0700ED86C9",1,2020,2018,"adult"
"2398",2019-10-30,"C5A1208","GRETI",6,"M","0700ED86FB",2,2019,2017,"adult"
"2399",2020-02-12,"C5A1208","GRETI",5,"M","0700ED86FB",2,2020,2019,"adult"
"2401",2019-11-13,"C5A1289","GRETI",6,"M","0700ED8708",1,2019,2017,"adult"
"2402",2019-12-03,"C5A1476","GRETI",5,"F","0700ED8726",1,2019,2018,"adult"
"2405",2020-11-23,"B5H0117","BLUTI",4,"M","0700ED87B6",1,2020,2019,"adult"
"2406",2019-11-11,"C2H2825","GRETI",6,"M","0700ED87D5",1,2019,2017,"adult"
"2411",2019-12-28,"C5A1511","GRETI",5,"F","0700ED8880",1,2019,2018,"adult"
"2412",2020-01-10,"C5A1586","GRETI",6,"M","0700ED88C3",1,2020,2018,"adult"
"2413",2019-11-22,"C5A1393","GRETI",5,"F","0700ED8908",1,2019,2018,"adult"
"2418",2019-12-03,"C5A1464","GRETI",5,"F","0700ED895A",1,2019,2018,"adult"
"2419",2020-09-28,"C5H4140","GRETI",4,"M","0700ED897C",1,2020,2019,"adult"
"2421",2019-10-18,"C5A1100","GRETI",6,"M","0700ED899D",1,2019,2017,"adult"
"2423",2020-01-17,"C5A1619","GRETI",6,"M","0700ED89DC",1,2020,2018,"adult"
"2424",2019-07-18,"C5A1032","GRETI",3,"","0700ED89EF",2,2019,2019,"adult"
"2425",2020-10-27,"C5A1032","GRETI",3,"F","0700ED89EF",2,2020,2020,"first.year"
"2426",2020-11-05,"C3T2774","GRETI",3,"M","0700ED89F2",2,2020,2020,"first.year"
"2427",2020-12-03,"C3T2774","GRETI",3,"M","0700ED89F2",2,2020,2020,"first.year"
"2428",2020-11-16,"C5H4342","GRETI",3,"M","0700ED8A16",1,2020,2020,"first.year"
"2429",2020-11-11,"B5H0049","BLUTI",4,"M","0700ED8A53",1,2020,2019,"adult"
"2430",2020-12-02,"B5H0129","BLUTI",3,"F","0700ED8A5B",1,2020,2020,"first.year"
"2432",2020-11-06,"C5H4183","GRETI",3,"M","0700ED8A85",1,2020,2020,"first.year"
"2435",2019-10-25,"C5A1157","GRETI",6,"F","0700ED8AD6",1,2019,2017,"adult"
"2437",2020-08-11,"C5H4122","GRETI",3,"","0700ED8ADD",3,2020,2020,"first.year"
"2438",2020-11-10,"C5H4122","GRETI",3,"F","0700ED8ADD",3,2020,2019,"first.year"
"2440",2019-11-18,"C5A1321","GRETI",6,"M","0700ED8B08",2,2019,2017,"adult"
"2441",2019-12-02,"C5A1321","GRETI",5,"M","0700ED8B08",2,2019,2018,"adult"
"2442",2019-12-03,"C5A1477","GRETI",6,"F","0700ED8B0C",1,2019,2017,"adult"
"2443",2020-11-10,"C3T2809","GRETI",3,"M","0700ED8B20",3,2020,2020,"first.year"
"2444",2020-11-18,"C3T2809","GRETI",3,"M","0700ED8B20",3,2020,2020,"first.year"
"2445",2020-11-18,"C3T2809","GRETI",3,"M","0700ED8B20",3,2020,2020,"first.year"
"2446",2020-11-17,"C5H4350","GRETI",3,"M","0700ED8B23",1,2020,2020,"first.year"
"2447",2020-09-30,"C5H4156","GRETI",3,"F","0700ED8B2E",2,2020,2020,"first.year"
"2448",2020-11-06,"C5H4156","GRETI",3,"F","0700ED8B2E",2,2020,2020,"first.year"
"2449",2019-11-28,"C5A1435","GRETI",6,"F","0700ED8B3A",1,2019,2017,"adult"
"2450",2019-12-29,"C5A1547","GRETI",6,"M","0700ED8B3C",1,2019,2017,"adult"
"2451",2019-11-04,"C5A1220","GRETI",6,"M","0700ED8B70",1,2019,2017,"adult"
"2452",2020-11-20,"B5H0095","BLUTI",4,"M","0700ED8B8F",1,2020,2019,"adult"
"2453",2019-11-25,"C5A1400","GRETI",6,"F","0700ED8B9A",1,2019,2017,"adult"
"2457",2020-11-12,"C5A1061","NUTHA",4,"M","0700ED8C08",1,2020,2019,"adult"
"2458",2019-09-19,"C5A1068","NUTHA",2,"M","0700ED8C0B",1,2019,2019,"adult"
"2459",2019-11-28,"C5A1434","GRETI",5,"F","0700ED8C2B",1,2019,2018,"adult"
"2460",2020-11-03,"C5H4292","GRETI",4,"M","0700ED8C3C",1,2020,2019,"adult"
"2464",2020-01-10,"C5A1589","GRETI",6,"F","0700ED8C72",1,2020,2018,"adult"
"2469",2020-01-18,"C5A1631","GRETI",5,"M","0700ED8CB2",1,2020,2019,"adult"
"2471",2019-07-18,"C5A1031","GRETI",3,"","0700ED8CCF",1,2019,2019,"adult"
"2472",2020-09-02,"C5A1068","NUTHA",4,"M","0700ED8CDB",1,2020,2019,"adult"
"2473",2019-10-16,"C5A1081","GRETI",5,"F","0700ED8CF8",1,2019,2018,"adult"
"2475",2019-12-29,"C5A1542","GRETI",5,"F","0700ED8D5B",2,2019,2018,"adult"
"2476",2020-11-05,"C5A1542","GRETI",4,"F","0700ED8D5B",2,2020,2019,"adult"
"2478",2020-11-02,"C5H4266","GRETI",3,"M","0700ED8D7F",1,2020,2020,"first.year"
"2479",2019-12-03,"C5A1475","GRETI",6,"M","0700ED8D8F",1,2019,2017,"adult"
"2480",2020-12-02,"C5H4391","GRETI",3,"F","0700ED8DC3",1,2020,2020,"first.year"
"2483",2020-08-11,"C5H4075","GRETI",3,"","0700ED8E38",2,2020,2020,"first.year"
"2484",2020-11-16,"C5H4075","GRETI",4,"M","0700ED8E38",2,2020,2019,"adult"
"2486",2020-10-01,"C5H4162","GRETI",3,"M","0700ED8E7B",2,2020,2020,"first.year"
"2487",2020-10-27,"C5H4162","GRETI",3,"M","0700ED8E7B",2,2020,2020,"first.year"
"2488",2019-11-27,"C5A1417","GRETI",5,"M","0700ED8EB5",1,2019,2018,"adult"
"2490",2020-12-03,"B5H0132","BLUTI",3,"F","0700ED8ED5",1,2020,2020,"first.year"
"2492",2020-08-19,"C5A1867","GRETI",3,"","0700ED8ED9",2,2020,2020,"first.year"
"2493",2020-09-30,"C5H4154","GRETI",3,"M","0700ED8EDB",3,2020,2020,"first.year"
"2494",2020-11-05,"C5H4154","GRETI",3,"M","0700ED8EDB",3,2020,2020,"first.year"
"2495",2020-11-18,"C5H4154","GRETI",3,"M","0700ED8EDB",3,2020,2020,"first.year"
"2496",2019-11-11,"C5A1284","GRETI",6,"M","0700ED8EDF",1,2019,2017,"adult"
"2497",2020-05-07,"C5A1909","GRETI",5,"M","0700ED8EF7",2,2020,2019,"adult"
"2498",2020-07-28,"C5A1909","GRETI",4,"M","0700ED8EF7",2,2020,2019,"adult"
"2500",2019-11-04,"C5A1242","GRETI",5,"F","0700ED8F4C",1,2019,2018,"adult"
"2503",2020-07-28,"C5A1881","GRETI",3,"","0700ED8F96",3,2020,2020,"first.year"
"2504",2020-12-04,"C5A1881","GRETI",3,"M","0700ED8F96",3,2020,2020,"first.year"
"2505",2020-11-05,"C3T2669","GRETI",4,"M","0700ED8FBE",2,2020,2019,"adult"
"2506",2020-11-13,"C3T2669","GRETI",4,"M","0700ED8FBE",2,2020,2020,"adult"
"2507",2020-01-07,"C5A1565","GRETI",5,"F","0700ED9025",1,2020,2019,"adult"
"2508",2019-10-23,"C5A1135","GRETI",6,"M","0700ED9036",1,2019,2017,"adult"
"2509",2020-11-18,"C3T2692","GRETI",3,"F","0700ED9037",1,2020,2020,"first.year"
"2511",2020-09-28,"C5H4144","GRETI",4,"M","0700ED905F",1,2020,2019,"adult"
"2512",2019-11-15,"C5A1301","GRETI",5,"F","0700ED906C",1,2019,2018,"adult"
"2513",2020-11-11,"C5H4320","GRETI",4,"M","0700ED9075",2,2020,2019,"adult"
"2514",2020-11-17,"C5H4320","GRETI",4,"M","0700ED9075",2,2020,2019,"adult"
"2515",2020-01-09,"C5A1579","GRETI",5,"F","0700ED90A0",1,2020,2019,"adult"
"2516",2020-11-06,"C3T2805","GRETI",3,"F","0700ED90A2",3,2020,2020,"first.year"
"2517",2020-11-18,"C3T2805","GRETI",3,"F","0700ED90A2",3,2020,2020,"first.year"
"2518",2020-11-18,"C3T2805","GRETI",3,"F","0700ED90A2",3,2020,2020,"first.year"
"2519",2019-11-06,"C5A1258","GRETI",5,"F","0700ED90B2",2,2019,2018,"adult"
"2520",2019-12-28,"C5A1258","GRETI",2,"F","0700ED90B2",2,2019,2019,"adult"
"2523",2019-10-23,"C5A1119","GRETI",5,"F","0700ED90E5",1,2019,2018,"adult"
"2524",2019-11-18,"C5A1343","GRETI",5,"F","0700ED9103",1,2019,2018,"adult"
"2525",2019-10-28,"C5A1186","GRETI",5,"F","0700ED9116",2,2019,2018,"adult"
"2526",2019-11-11,"C5A1186","GRETI",5,"F","0700ED9116",2,2019,2018,"adult"
"2527",2020-10-19,"C5H4223","GRETI",3,"M","0700ED911A",1,2020,2020,"first.year"
"2528",2019-10-16,"C5A1079","GRETI",5,"F","0700ED9121",1,2019,2018,"adult"
"2529",2020-11-17,"B5H0103","BLUTI",3,"F","0700ED9136",1,2020,2020,"first.year"
"2532",2019-11-28,"C5A1431","GRETI",5,"F","0700ED916B",1,2019,2018,"adult"
"2533",2020-11-11,"C5H4312","GRETI",3,"F","0700ED9192",1,2020,2020,"first.year"
"2535",2019-07-18,"C5A1030","GRETI",3,"","0700ED91B6",1,2019,2019,"adult"
"2537",2019-11-20,"C5A1365","GRETI",6,"M","0700ED91FD",1,2019,2017,"adult"
"2538",2020-11-05,"C3T2671","GRETI",3,"M","0700ED921A",1,2020,2020,"first.year"
"2540",2019-11-13,"C5A1298","GRETI",5,"F","0700ED9245",1,2019,2018,"adult"
"2541",2019-10-23,"C5A1138","GRETI",5,"M","0700ED9267",2,2019,2018,"adult"
"2542",2020-02-12,"C5A1138","GRETI",5,"F","0700ED9267",2,2020,2019,"adult"
"2543",2020-12-03,"C5H4397","GRETI",3,"M","0700ED9290",1,2020,2020,"first.year"
"2546",2020-05-10,"C5A1742","GRETI",5,"M","0700ED9332",2,2020,2019,"adult"
"2547",2020-10-01,"C5A1742","GRETI",4,"M","0700ED9332",2,2020,2019,"adult"
"2549",2019-10-23,"C5A1144","GRETI",6,"M","0700ED9375",1,2019,2017,"adult"
"2550",2020-11-11,"B5H0047","BLUTI",4,"M","0700ED9386",1,2020,2019,"adult"
"2551",2020-12-03,"C5H4399","GRETI",3,"F","0700ED9390",1,2020,2020,"first.year"
"2554",2020-02-19,"C5A1714","GRETI",5,"F","0700ED93D2",1,2020,2019,"adult"
"2556",2020-08-19,"C5A1806","GRETI",3,"","0700ED93F3",2,2020,2020,"first.year"
"2558",2020-11-06,"C5H4182","NUTHA",3,"F","0700ED9423",1,2020,2020,"first.year"
"2563",2020-09-30,"C5H4158","GRETI",3,"M","0700ED9464",2,2020,2020,"first.year"
"2564",2020-11-11,"C5H4158","GRETI",3,"M","0700ED9464",2,2020,2020,"first.year"
"2567",2019-12-29,"C5A1540","GRETI",5,"M","0700ED94A2",2,2019,2018,"adult"
"2568",2020-12-03,"C5A1540","GRETI",4,"M","0700ED94A2",2,2020,2019,"adult"
"2569",2020-10-19,"C5H4225","GRETI",4,"F","0700ED94AD",2,2020,2019,"adult"
"2572",2019-05-14,"C5A1005","GRETI",6,"F","0700ED957E",2,2019,2017,"adult"
"2573",2020-11-16,"C5A1005","GRETI",4,"F","0700ED957E",2,2020,2019,"adult"
"2575",2020-08-11,"C5A1919","GRETI",3,"","0700ED95F2",3,2020,2020,"first.year"
"2576",2020-11-16,"C5A1919","GRETI",3,"F","0700ED95F2",3,2020,2020,"first.year"
"2577",2020-11-03,"C5H4277","GRETI",3,"M","0700ED9603",1,2020,2020,"first.year"
"2579",2020-05-11,"C5A1762","GRETI",5,"M","0700ED9657",1,2020,2019,"adult"
"2580",2020-11-03,"C5H4275","GRETI",4,"M","0700ED968B",1,2020,2019,"adult"
"2582",2019-11-18,"C5A1326","GRETI",5,"F","0700ED96AF",1,2019,2018,"adult"
"2584",2020-11-11,"C5H4310","GRETI",4,"F","0700ED96E0",1,2020,2019,"adult"
"2587",2019-11-18,"C5A1328","GRETI",6,"M","0700ED9727",2,2019,2017,"adult"
"2588",2019-12-02,"C5A1328","GRETI",6,"M","0700ED9727",2,2019,2017,"adult"
"2589",2019-10-18,"C5A1113","GRETI",5,"F","0700ED972B",2,2019,2018,"adult"
"2590",2020-02-18,"C5A1113","GRETI",5,"F","0700ED972B",2,2020,2019,"adult"
"2592",2019-07-10,"C5A1013","NUTHA",3,"M","0700ED977F",1,2019,2019,"adult"
"2593",2019-12-29,"C5A1541","GRETI",5,"M","0700ED9785",2,2019,2018,"adult"
"2594",2020-12-03,"C5A1541","GRETI",4,"M","0700ED9785",2,2020,2019,"adult"
"2595",2020-01-17,"C5A1622","GRETI",5,"M","0700ED9831",1,2020,2019,"adult"
"2598",2019-12-09,"C5A1506","GRETI",5,"M","0700ED98BE",1,2019,2018,"adult"
"2601",2019-11-27,"C5A1419","GRETI",6,"M","0700ED9956",1,2019,2017,"adult"
"2602",2020-12-03,"B5H0130","BLUTI",4,"F","0700ED996A",1,2020,2019,"adult"
"2603",2019-11-15,"C5A1315","GRETI",6,"M","0700ED9979",1,2019,2017,"adult"
"2606",2019-11-18,"C5A1327","GRETI",5,"M","0700ED999C",1,2019,2018,"adult"
"2608",2020-11-06,"B5H0035","BLUTI",4,"F","0700ED9A1D",1,2020,2019,"adult"
"2609",2019-07-18,"C5A1027","GRETI",3,"","0700ED9A24",1,2019,2019,"adult"
"2610",2019-11-15,"C5A1307","GRETI",5,"M","0700ED9A2B",1,2019,2018,"adult"
"2611",2019-11-28,"C5A1444","NUTHA",5,"M","0700ED9AB4",1,2019,2018,"adult"
"2613",2020-02-18,"C5A1707","GRETI",5,"F","0700ED9aE6",1,2020,2019,"adult"
"2617",2020-10-02,"C5A1917","GRETI",3,"M","0700ED9B1C",2,2020,2020,"first.year"
"2619",2019-10-18,"C5A1104","GRETI",5,"M","0700ED9B49",2,2019,2018,"adult"
"2620",2020-02-18,"C5A1104","GRETI",5,"M","0700ED9B49",2,2020,2019,"adult"
"2621",2020-11-11,"C5H4319","GRETI",3,"M","0700ED9B5C",1,2020,2020,"first.year"
"2622",2019-10-18,"C5A1107","GRETI",6,"M","0700ED9B6A",2,2019,2017,"adult"
"2623",2019-12-28,"C5A1107","GRETI",6,"M","0700ED9B6A",2,2019,2017,"adult"
"2624",2019-11-06,"C5A1265","GRETI",5,"F","0700ED9B6E",1,2019,2018,"adult"
"2625",2020-11-23,"C3T0686","GRETI",4,"M","0700ED9B8D",1,2020,2019,"adult"
"2627",2020-02-04,"C5A1645","GRETI",6,"M","0700ED9C05",1,2020,2018,"adult"
"2628",2020-02-12,"C5A1693","GRETI",5,"F","0700ED9C07",1,2020,2019,"adult"
"2629",2019-11-20,"C5A1379","GRETI",5,"F","0700ED9C0A",2,2019,2018,"adult"
"2630",2019-12-04,"C5A1379","GRETI",6,"F","0700ED9C0A",2,2019,2017,"adult"
"2631",2020-10-21,"C5H4233","GRETI",4,"M","0700ED9C1D",1,2020,2019,"adult"
"2632",2019-09-04,"C5A1054","NUTHA",4,"M","0700ED9C20",1,2019,2018,"adult"
"2633",2020-01-15,"C5A1602","GRETI",6,"F","0700ED9C34",1,2020,2018,"adult"
"2634",2020-11-10,"B5H0038","MARTI",2,"","0700ED9C58",1,2020,2020,"first.year"
"2636",2020-09-28,"C5H4136","GRETI",4,"M","0700ED9CD4",1,2020,2019,"adult"
"2637",2020-08-26,"C5H4097","GRETI",3,"","0700ED9CD7",1,2020,2020,"first.year"
"2638",2019-12-09,"C5A1500","GRETI",5,"F","0700ED9CE6",1,2019,2018,"adult"
"2640",2020-02-12,"C5A1694","GRETI",5,"M","0700ED9D1C",1,2020,2019,"adult"
"2641",2020-02-18,"C5A1699","GRETI",5,"F","0700ED9D25",1,2020,2019,"adult"
"2642",2020-11-05,"C5H4298","GRETI",3,"M","0700ED9D7A",3,2020,2020,"first.year"
"2643",2020-11-13,"C5H4298","GRETI",3,"M","0700ED9D7A",3,2020,2020,"first.year"
"2644",2020-11-13,"C5H4298","GRETI",3,"M","0700ED9D7A",3,2020,2020,"first.year"
"2645",2020-09-30,"C5H4152","GRETI",3,"M","0700ED9D83",3,2020,2020,"first.year"
"2646",2020-11-13,"C5H4152","GRETI",3,"M","0700ED9D83",3,2020,2020,"first.year"
"2647",2020-11-18,"C5H4152","GRETI",4,"M","0700ED9D83",3,2020,2019,"adult"
"2648",2020-11-03,"C5H4287","GRETI",3,"F","0700ED9D94",2,2020,2020,"first.year"
"2650",2020-11-16,"C5H4337","GRETI",3,"M","0700ED9DAF",2,2020,2020,"first.year"
"2651",2020-11-23,"C5H4337","GRETI",4,"M","0700ED9DAF",2,2020,2019,"adult"
"2653",2019-11-18,"C5A1350","GRETI",6,"M","0700ED9DD6",2,2019,2017,"adult"
"2654",2019-12-02,"C5A1350","GRETI",6,"M","0700ED9DD6",2,2019,2017,"adult"
"2655",2020-01-30,"C5A1637","GRETI",5,"F","0700ED9DDA",2,2020,2019,"adult"
"2656",2020-11-12,"C5A1637","GRETI",3,"F","0700ED9DDA",2,2020,2020,"adult"
"2657",2020-11-25,"C3T2842","GRETI",4,"F","0700ED9DE3",1,2020,2019,"adult"
"2659",2019-10-23,"C5A1126","GRETI",5,"M","0700ED9DFD",1,2019,2018,"adult"
"2660",2020-11-11,"C5H4314","GRETI",4,"M","0700ED9E05",1,2020,2019,"adult"
"2662",2019-12-03,"C5A1467","GRETI",6,"M","0700ED9E65",1,2019,2017,"adult"
"2663",2020-02-11,"C5A1683","GRETI",6,"M","0700ED9E6A",1,2020,2018,"adult"
"2665",2020-11-12,"C2H2931","GRETI",9,"M","0700ED9EAE",1,2020,2017,"adult"
"2668",2019-10-25,"C5A1155","GRETI",6,"M","0700ED9EC1",3,2019,2017,"adult"
"2669",2019-11-22,"C5A1155","GRETI",6,"M","0700ED9EC1",3,2019,2017,"adult"
"2670",2019-12-28,"C5A1155","GRETI",5,"M","0700ED9EC1",3,2019,2018,"adult"
"2672",2020-11-03,"C5H4274","GRETI",3,"F","0700ED9F2C",1,2020,2020,"first.year"
"2673",2019-11-27,"C5A1426","GRETI",6,"M","0700ED9F2E",1,2019,2017,"adult"
"2675",2020-08-18,"C5H4112","GRETI",3,"","0700ED9F36",2,2020,2020,"first.year"
"2676",2020-08-26,"C5H4095","GRETI",3,"","0700ED9F3C",1,2020,2020,"first.year"
"2677",2020-02-04,"C5A1639","GRETI",5,"M","0700ED9F43",1,2020,2019,"adult"
"2678",2020-01-09,"C5A1580","GRETI",6,"F","0700ED9F47",1,2020,2018,"adult"
"2679",2019-09-04,"C5A1057","GRETI",3,"","0700ED9F4F",1,2019,2019,"adult"
"2682",2020-11-23,"B5H0116","BLUTI",3,"","0700ED9F90",2,2020,2020,"first.year"
"2683",2020-11-27,"B5H0116","BLUTI",3,"","0700ED9F90",2,2020,2020,"first.year"
"2684",2020-11-11,"C5H4315","GRETI",4,"M","0700ED9FC5",1,2020,2019,"adult"
"2685",2019-12-29,"C5A1522","GRETI",6,"M","0700ED9FF1",1,2019,2017,"adult"
"2687",2020-11-20,"B5H0091","BLUTI",4,"F","0700EDA01F",1,2020,2019,"adult"
"2688",2019-11-28,"C5A1438","GRETI",6,"M","0700EDA02D",1,2019,2017,"adult"
"2689",2020-11-11,"C3T0946","GRETI",4,"F","0700EDA05B",1,2020,2019,"adult"
"2692",2020-02-10,"C5A1668","GRETI",5,"M","0700EDA08C",1,2020,2019,"adult"
"2696",2019-11-20,"C5A1361","GRETI",6,"M","0700EDA0F4",1,2019,2017,"adult"
"2697",2020-10-30,"C3T2780","GRETI",4,"M","0700EDA102",2,2020,2019,"adult"
"2698",2020-11-18,"C3T2780","GRETI",4,"M","0700EDA102",2,2020,2019,"adult"
"2699",2019-11-13,"C5A1299","GRETI",6,"M","0700EDA111",1,2019,2017,"adult"
"2700",2020-11-11,"C5H4305","GRETI",4,"M","0700EDA119",1,2020,2019,"adult"
"2702",2020-10-09,"C5H4164","GRETI",3,"M","0700EDA13E",1,2020,2020,"first.year"
"2703",2020-11-06,"C5H4184","GRETI",4,"M","0700EDA155",1,2020,2019,"adult"
"2704",2019-09-04,"C5A1053","GRETI",3,"","0700EDA16D",2,2019,2019,"adult"
"2705",2019-11-22,"C5A1053","GRETI",2,"","0700EDA16D",2,2019,2019,"adult"
"2706",2020-11-23,"C5H4367","GRETI",4,"M","0700EDA193",1,2020,2019,"adult"
"2708",2020-10-22,"C5H4238","GRETI",3,"F","0700EDA196",1,2020,2020,"first.year"
"2712",2020-10-30,"C3T2783","GRETI",4,"M","0700EDA205",2,2020,2019,"adult"
"2713",2020-11-18,"C3T2783","GRETI",3,"M","0700EDA205",2,2020,2020,"first.year"
"2714",2019-10-23,"C5A1140","GRETI",6,"F","0700EDA211",1,2019,2017,"adult"
"2715",2020-09-02,"C5H4099","GRETI",3,"","0700EDA23B",1,2020,2020,"first.year"
"2717",2019-11-04,"C5A1222","GRETI",6,"M","0700EDA2C5",1,2019,2017,"adult"
"2718",2020-12-11,"C5H4409","GRETI",3,"F","0700EDA2C6",1,2020,2020,"first.year"
"2720",2020-11-12,"C3T2819","GRETI",3,"F","0700EDA306",1,2020,2020,"first.year"
"2721",2020-02-04,"C5A1642","GRETI",5,"M","0700EDA310",1,2020,2019,"adult"
"2722",2020-11-02,"C5H4271","GRETI",3,"M","0700EDA314",1,2020,2020,"first.year"
"2723",2020-09-28,"C5H4132","GRETI",3,"","0700EDA339",1,2020,2020,"first.year"
